Amz11inf	Amz13chld	Amz14chld	Amz18chld	Amz1baby	Amz1teenF	Amz22chld	Amz29adlt	Amz33eld	Amz3chldM1	Amz3chldM2	Amz4adltF	Amz4chldM1	Amz4chldM2	Amz5chldF1	Amz5chldF2	Amz5chldM	Amz5teenF	Amz6eldM	Amz7adltF	Amz7eldM	AmzC10adltF1	AmzC10adltF2	AmzC12adltF	AmzC16chldM	AmzC1babyF2	AmzC2chldM1	AmzC4chldF	F3T1pre4	F4T2pre4	h130A.4	h144B.1	h146A.4	h146M	h147B.4	h147M	h165A.1	h165M.1	h181A.1	h186B.1	h186M	h18B.4	h208A.1	h208M.1	h209A.2	h235B.1	h235M	h257B.1	h257M.2	h264B.2	h264M	h273A.2	h60A.2	h9A.5	TS109	TS111	TS127	TS129	TS13	TS195	USBld1	USBldAdlt6	USBldChld10	USBldChld8	USchp18Child	USchp3Mom	USchp41Infant	USinfTw10.2	USinfTw11.2	USinfTw15.1	USinfTw16.2	USinfTw18.1	USinfTw19.1	USinfTw2.1	USinfTw21.1	USinfTw3.1	USinfTw5.1	USinfTw7.1	USinfTw9.1	USygt10.T1	USygt21.B1	USygt29.T1	USygt39.T2	USygt42.T1	USygt54.AS
USinfTw19.1	0.832181671	0.748677535	0.853154471	0.908163443	0.66459486	0.87019401	0.910406723	0.907156395	0.906180546	0.907947168	0.907373077	0.875096024	0.893733319	0.888320667	0.926004934	0.904611888	0.91047608	0.909095352	0.917059799	0.924107215	0.902004454	0.896377875	0.910593446	0.94051153	0.887112413	0.788865363	0.894320695	0.90022021	0.92774253	0.932382604	0.895589056	0.803688156	0.884342851	0.924606033	0.901346367	0.872605057	0.769627493	0.909581069	0.698725245	0.891982143	0.921037891	0.80555826	0.749976465	0.92534428	0.657113613	0.718873855	0.927484799	0.707030506	0.907136641	0.828391871	0.920685577	0.830896311	0.907586786	0.787832336	0.914389139	0.910886472	0.912922157	0.901210445	0.913011835	0.928280602	0.783016786	0.920197007	0.854564935	0.907200594	0.876736985	0.899199234	0.846859968	0.777345965	0.748778191	0.784772097	0.854763174	0.811438505	0	0.772491023	0.709989011	0.674662492	0.694251605	0.820073928	0.744496367	0.901675131	0.870353488	0.896729109	0.916814591	0.912694972	0.881915898
USinfTw2.1	0.930386485	0.897365119	0.935321731	0.949873288	0.833499802	0.939431464	0.941586585	0.955845432	0.952085929	0.958636481	0.9317411	0.914206253	0.944873824	0.936319632	0.954567901	0.952671961	0.947136405	0.944740605	0.954127256	0.955083939	0.940358105	0.929911412	0.947364489	0.963921532	0.909754634	0.895827012	0.938761026	0.934664174	0.964155854	0.957196608	0.934311491	0.904883071	0.932149328	0.959089551	0.953207362	0.939148514	0.907299328	0.951603179	0.874616479	0.922663813	0.953261037	0.893252665	0.779961882	0.959709043	0.805993691	0.855626952	0.962912053	0.742430242	0.937708661	0.921204615	0.951423682	0.909984758	0.93963363	0.891280665	0.951986451	0.947863743	0.953946746	0.934276528	0.953726794	0.958243853	0.865571425	0.95330908	0.871666643	0.936877547	0.937772207	0.950202731	0.914598004	0.869734492	0.878955031	0.913719943	0.919990789	0.902958177	0.772491023	0	0.834015371	0.729034543	0.879731119	0.851496632	0.862652869	0.952043654	0.929383923	0.934794606	0.953733009	0.943413494	0.924039542
USinfTw21.1	0.818855641	0.803013629	0.866512457	0.936255991	0.604809554	0.898799611	0.943402186	0.907112727	0.952340582	0.90828945	0.92857662	0.874892549	0.924744656	0.924684878	0.953974275	0.934861592	0.947615195	0.939750011	0.956399794	0.95863217	0.928325125	0.941146683	0.953378702	0.969203782	0.913352948	0.653859279	0.898806287	0.916809141	0.95393309	0.961968088	0.947013662	0.801547806	0.944736317	0.963945602	0.950416538	0.911096395	0.717559089	0.946465366	0.709969359	0.916870639	0.95398941	0.868231808	0.808826578	0.960714912	0.686157417	0.661680659	0.962155983	0.705135898	0.934742556	0.81064793	0.954610551	0.821767522	0.935453834	0.806351598	0.945122617	0.95347012	0.950265275	0.929276649	0.948241794	0.960038847	0.839958489	0.956601803	0.872009518	0.929948226	0.903926768	0.94489319	0.822116186	0.842327991	0.781009397	0.821542191	0.841028095	0.808087856	0.709989011	0.834015371	0	0.634583131	0.7000416	0.898861589	0.769236957	0.929167962	0.900409005	0.928296439	0.949091317	0.937448839	0.909679071
USinfTw3.1	0.818900325	0.776706098	0.855698473	0.931029799	0.749384949	0.898356833	0.928909347	0.927899246	0.916555138	0.929110144	0.925516066	0.868958481	0.916818473	0.912683524	0.950286725	0.93104653	0.932928958	0.935128926	0.946873407	0.928487812	0.927243535	0.914348059	0.933859109	0.960426878	0.903054784	0.690655444	0.893688911	0.896041729	0.934434734	0.900438662	0.921724521	0.85730553	0.919670886	0.951717632	0.927931654	0.900826661	0.734770115	0.931921432	0.740031923	0.909505616	0.939164174	0.834102545	0.783484345	0.94470003	0.685486682	0.722916228	0.950682525	0.680839122	0.908663462	0.813568351	0.940553901	0.842116006	0.92386916	0.825499864	0.911369242	0.923793514	0.923835889	0.903243337	0.928305658	0.913130684	0.780558452	0.922526479	0.74111468	0.880823445	0.877140931	0.914857835	0.77942181	0.711981801	0.70157708	0.734226771	0.825632837	0.735675239	0.674662492	0.729034543	0.634583131	0	0.636378103	0.728423698	0.644728064	0.912538006	0.8259547	0.891032315	0.923215997	0.891766143	0.796848664
USinfTw5.1	0.814900658	0.786106571	0.855212666	0.938193205	0.773973998	0.90917458	0.940898422	0.941384999	0.943420338	0.943495795	0.947794147	0.916904658	0.929116081	0.921061671	0.959461718	0.941495034	0.942574043	0.939297438	0.954064109	0.950397146	0.933304239	0.931726942	0.943699071	0.963842153	0.935562077	0.704763612	0.945858761	0.918790549	0.967196273	0.924220801	0.935590335	0.84913027	0.923115157	0.947027716	0.937298862	0.884704962	0.748108782	0.939638501	0.724371779	0.915806919	0.944643226	0.827216299	0.879208654	0.949622469	0.719202867	0.733476287	0.939539188	0.726758534	0.919980971	0.783637103	0.945569682	0.808847224	0.926933703	0.784432136	0.947182974	0.94746823	0.949106232	0.93274279	0.953504801	0.940434972	0.763460925	0.956069143	0.801691371	0.896393724	0.879790436	0.93041788	0.800327267	0.71373685	0.618730861	0.6390121	0.808507695	0.682444074	0.694251605	0.879731119	0.7000416	0.636378103	0	0.791235335	0.557327579	0.943163586	0.848606355	0.907452494	0.954374345	0.924294532	0.840774281
USinfTw7.1	0.909445044	0.85416383	0.894591023	0.929656616	0.922788226	0.916904466	0.898815504	0.915620337	0.896550352	0.929541848	0.910619688	0.924294747	0.90763557	0.898242926	0.942706965	0.922168021	0.914290369	0.915902493	0.934169448	0.926226154	0.924996377	0.886543045	0.913936194	0.937942472	0.885379061	0.883814623	0.892407526	0.884579032	0.902604469	0.875195208	0.892346409	0.855417491	0.905241868	0.924128878	0.879657783	0.921116018	0.861200484	0.907925849	0.853026739	0.91656233	0.922304153	0.843430822	0.803191877	0.91647222	0.802572319	0.899416318	0.926799083	0.837297338	0.868240625	0.887266387	0.914615212	0.920831431	0.908421226	0.847578818	0.878918299	0.887151069	0.89315976	0.870158329	0.902317568	0.866775079	0.804190106	0.899318964	0.833799718	0.826499815	0.871129452	0.90879966	0.835359089	0.787143926	0.821785075	0.794520206	0.840078883	0.748573925	0.820073928	0.851496632	0.898861589	0.728423698	0.791235335	0	0.732047616	0.897775126	0.828060795	0.877545825	0.920276012	0.872109775	0.794028443
USinfTw9.1	0.831975399	0.833095033	0.849042539	0.937629561	0.806727829	0.906238062	0.936852786	0.935102299	0.92954	0.936376491	0.932303505	0.89704031	0.925740183	0.922376916	0.955626988	0.937512808	0.938373716	0.939713007	0.951657956	0.948799915	0.921082949	0.927116922	0.937887561	0.96510897	0.917591169	0.735313732	0.912218681	0.908389492	0.925714236	0.891150442	0.937840305	0.878024532	0.93583434	0.955524287	0.933119644	0.892087615	0.817353702	0.941543031	0.819904746	0.904145928	0.944998498	0.847429385	0.87943291	0.954921242	0.798034584	0.820940474	0.946816963	0.829760253	0.922807892	0.808359921	0.948841921	0.824645184	0.936936699	0.814177198	0.897553103	0.912779263	0.924513193	0.880906876	0.919646354	0.891731442	0.791502351	0.926039411	0.756436864	0.872489764	0.845540051	0.890892793	0.783894201	0.695636168	0.695331381	0.677970905	0.817066697	0.662264125	0.744496367	0.862652869	0.769236957	0.644728064	0.557327579	0.732047616	0	0.902840899	0.822536666	0.895970508	0.91917008	0.88500929	0.797556572
USygt10.T1	0.792275171	0.76373081	0.785217304	0.730040779	0.934101298	0.736078744	0.693276459	0.733535118	0.710717719	0.735012282	0.720983397	0.746990432	0.68261681	0.690161412	0.749410156	0.692294289	0.70831082	0.729925517	0.714264095	0.760745514	0.71088823	0.694226896	0.664219386	0.734247851	0.761898726	0.874857608	0.658809746	0.690817815	0.562675354	0.747356181	0.737680567	0.936170412	0.744923168	0.755952292	0.657351775	0.749682852	0.825557937	0.701733081	0.954390854	0.753759518	0.743792109	0.828998573	0.95446018	0.749988912	0.916557755	0.932297397	0.74437231	0.955259012	0.735239472	0.8023387	0.750108346	0.845780754	0.744455063	0.883358966	0.546368798	0.586222785	0.559697003	0.541973452	0.552154433	0.639034684	0.814657602	0.677907561	0.87851084	0.72037977	0.579302055	0.512	0.792951874	0.912137126	0.868214668	0.888407442	0.751428894	0.786170443	0.901675131	0.952043654	0.929167962	0.912538006	0.943163586	0.897775126	0.902840899	0	0.699866659	0.620653358	0.512954031	0.598916062	0.730183893
USygt21.B1	0.837404066	0.794152729	0.800464925	0.826155252	0.905355395	0.828540139	0.818288143	0.854269325	0.859957837	0.859707165	0.831220202	0.848827305	0.808564272	0.805529031	0.857215727	0.846577856	0.850400551	0.842975207	0.856678687	0.882419483	0.845844646	0.801986428	0.828052533	0.845579654	0.8616127	0.864436601	0.815194437	0.72249677	0.752774677	0.742954887	0.833633548	0.906061165	0.825169019	0.864047	0.798275989	0.830180459	0.744149733	0.816992995	0.916804201	0.842794409	0.840414432	0.821316811	0.920880345	0.834180873	0.878914898	0.876319212	0.852620575	0.915629636	0.79150252	0.77610806	0.857113228	0.837869845	0.800588828	0.85585448	0.691372528	0.748268281	0.773455932	0.69268442	0.765050824	0.723966639	0.674093357	0.759553258	0.784778221	0.582003135	0.655356705	0.755584811	0.6663311	0.833024119	0.770456676	0.762435862	0.681617655	0.675041092	0.870353488	0.929383923	0.900409005	0.8259547	0.848606355	0.828060795	0.822536666	0.699866659	0	0.641579041	0.764000165	0.714130017	0.593236332
USygt29.T1	0.857105153	0.791934788	0.775713208	0.69738468	0.922129486	0.738720576	0.705543672	0.759419762	0.791236695	0.783297523	0.724740708	0.779189624	0.693346303	0.715819757	0.773908345	0.708664625	0.714874658	0.730894763	0.747624853	0.79753546	0.753219795	0.678635835	0.729564582	0.752573556	0.767776936	0.888204111	0.722390543	0.664012005	0.592412358	0.668374443	0.754421576	0.910834366	0.764959513	0.778073378	0.728676007	0.77922788	0.821866971	0.736092858	0.94256278	0.769521894	0.768923944	0.802978594	0.929673602	0.762999049	0.902070706	0.916232853	0.767681806	0.942821365	0.693845095	0.783525766	0.767555129	0.83959609	0.710229403	0.866177012	0.614719374	0.58275936	0.633460737	0.522343302	0.553086262	0.616027981	0.793542146	0.5925015	0.834002359	0.67637897	0.601409233	0.652982	0.777486332	0.880268347	0.82349804	0.880636971	0.724097847	0.804262923	0.896729109	0.934794606	0.928296439	0.891032315	0.907452494	0.877545825	0.895970508	0.620653358	0.641579041	0	0.615467125	0.556851564	0.701972697
USygt39.T2	0.829604626	0.78613396	0.813295794	0.715842825	0.948966995	0.717789703	0.651936499	0.710650431	0.735598875	0.716089324	0.678795292	0.747734596	0.688452686	0.695689688	0.739918099	0.69675788	0.671861607	0.714110966	0.709012894	0.742729663	0.692579966	0.677121193	0.655393339	0.720229323	0.765396299	0.905152621	0.640726997	0.751316057	0.55408667	0.785317968	0.707283665	0.938001816	0.716620186	0.73538992	0.657868478	0.735976384	0.858435329	0.687268495	0.96811394	0.755130943	0.728485181	0.851871989	0.963382389	0.71065555	0.9300181	0.940127138	0.73182782	0.967899026	0.745468005	0.844908963	0.723338063	0.872741649	0.743249751	0.906831218	0.578742573	0.580175044	0.510592789	0.612135864	0.555056845	0.682349894	0.852019828	0.672793575	0.889284801	0.72115409	0.661582796	0.517319572	0.805850731	0.934841621	0.883916786	0.903085073	0.826784745	0.887370998	0.916814591	0.953733009	0.949091317	0.923215997	0.954374345	0.920276012	0.91917008	0.512954031	0.764000165	0.615467125	0	0.624681384	0.77829384
USygt42.T1	0.847931105	0.785796889	0.790332458	0.780580723	0.939389846	0.776792154	0.754953721	0.767842953	0.752259031	0.792702977	0.743982838	0.771681323	0.75464565	0.75278887	0.825421087	0.758429676	0.73972372	0.746799569	0.754006923	0.79707089	0.785760074	0.74326637	0.753779482	0.793780391	0.828873663	0.889289134	0.714469749	0.700944669	0.59282256	0.737326251	0.799009211	0.926790275	0.793277185	0.804226687	0.729994796	0.81711844	0.844225795	0.760285096	0.96323925	0.824717534	0.801447369	0.840694933	0.940798205	0.793536394	0.924692598	0.940023172	0.795283985	0.961279316	0.757577298	0.814391482	0.772567823	0.878950858	0.798063734	0.902945901	0.628734846	0.604078974	0.613767684	0.551272227	0.600254367	0.628789452	0.803162882	0.553860229	0.851143915	0.690438928	0.662453326	0.597208035	0.791593033	0.879298155	0.875056475	0.891990228	0.746427152	0.795375831	0.912694972	0.943413494	0.937448839	0.891766143	0.924294532	0.872109775	0.88500929	0.598916062	0.714130017	0.556851564	0.624681384	0	0.690570711
USygt54.AS	0.849180535	0.78293003	0.817107738	0.851797511	0.921906199	0.850381772	0.834784249	0.870802453	0.817336693	0.885131116	0.846890663	0.861807646	0.826363353	0.828309465	0.888360363	0.870861345	0.849734103	0.855830827	0.853276489	0.857393523	0.882735462	0.805528621	0.825950605	0.867508517	0.867090166	0.840375326	0.814191903	0.755398155	0.764619443	0.693996917	0.860351381	0.905265561	0.864399259	0.880436524	0.794816431	0.872513583	0.774001024	0.841744821	0.928841256	0.866910041	0.860793423	0.836353326	0.908510846	0.84364321	0.889761761	0.908699843	0.863158045	0.928581031	0.784638281	0.80377149	0.856427565	0.863493447	0.83037773	0.863487544	0.697203419	0.733267355	0.738770752	0.707490262	0.766878465	0.746634589	0.700320579	0.749832396	0.799801456	0.659080128	0.732051128	0.781834058	0.712825902	0.808174524	0.826238482	0.767529966	0.721224616	0.680917385	0.881915898	0.924039542	0.909679071	0.796848664	0.840774281	0.794028443	0.797556572	0.730183893	0.593236332	0.701972697	0.77829384	0.690570711	0
